ナンカ,なんか,2,2,17,-3.9453
。,。,8,8,61,-1.3314
エ,え,2,2,99,-4.2205
ア,あ,2,2,437,-4.4162
マ,ま,2,2,36,-4.6640
アノ,あの,2,2,17,-5.5693
ナカ,中,1285,1285,282,-4.2532
アー,あー,2,2,80,-5.7334
ト,と,2,2,282,-5.8013
」,」,7,7,121,-2.0635
、,、,10,10,151,-1.2388
ノ,の,368,368,408,-1.2496
ニ,に,151,151,282,-1.3804
ハ,は,261,261,468,-1.3881
タ,た,435,435,282,-1.4107
ヲ,を,156,156,356,-1.4309
ガ,が,148,148,468,-1.4760
テ,て,307,307,356,-1.5309
キレ,切れ,1285,1285,268,-5.0162
・,・,5,5,203,-2.9388
フクミ,含み,1285,1285,258,-5.0307
トキ,時,1285,1285,282,-5.0542
シ,し,610,610,258,-1.5990
モノ,者,1285,1285,42,-5.0809
デ,で,149,149,468,-1.6217
…,…,5,5,184,-3.0115
タ,多,1285,1285,351,-5.1111
モ,も,262,262,468,-1.7359
タチ,立ち,1285,1285,356,-5.2779
ミ,見,1285,1285,52,-5.2814
