ノ,の,368,368,408,-1.2496
ニ,に,151,151,282,-1.3804
デ,で,149,149,468,-1.6217
、,、,10,10,151,-1.2388
ヲ,を,156,156,356,-1.4309
ハ,は,261,261,468,-1.3881
ガ,が,148,148,468,-1.4760
ナカ,中,1285,1285,282,-4.2532
カラ,から,147,147,356,-2.0033
・,・,5,5,203,-2.9388
…,…,5,5,184,-3.0115
ト,と,363,363,282,-2.0990
」,」,7,7,121,-2.0635
キレ,切れ,1285,1285,268,-5.0162
フクミ,含み,1285,1285,258,-5.0307
ヘ,へ,154,154,282,-2.4395
トキ,時,1285,1285,282,-5.0542
モノ,者,1285,1285,42,-5.0809
タ,多,1285,1285,351,-5.1111
ト,と,150,150,282,-2.0205
。,。,8,8,61,-1.3314
タチ,立ち,1285,1285,356,-5.2779
ミ,見,1285,1285,52,-5.2814
カズ,数,1285,1285,387,-5.3511
ナ,名,1285,1285,454,-5.3515
キリ,切り,1285,1285,60,-5.3593
ヤ,や,366,366,43,-2.1736
ムラ,村,1285,1285,489,-5.5099
アソビ,遊び,1285,1285,290,-5.5279
ジブン,自分,1285,1285,161,-5.5291
