、,、,10,10,151,-1.2388
！,！,1318,1318,244,-1.8994
シロ,しろ,608,608,437,-1.9511
ガ,が,299,299,468,-2.1078
アル,ある,403,403,481,-2.1662
ナ,な,468,468,287,-2.1946
ナキ,なき,474,474,495,-2.1971
ナシ,なし,475,475,258,-2.1972
マシ,まし,499,499,17,-2.1989
ナレ,なれ,456,456,47,-2.2130
レロ,れろ,874,874,468,-2.2428
ケド,けど,301,301,17,-2.3273
？,？,1317,1317,17,-2.1966
アレ,あれ,407,407,47,-2.4420
・,・,5,5,203,-2.9388
ナカ,中,1285,1285,282,-4.2532
…,…,5,5,184,-3.0115
タシ,たし,446,446,437,-2.7100
クレ,くれ,940,940,17,-2.7176
シマウ,しまう,1253,1253,282,-2.7304
ジャ,じゃ,334,334,247,-2.7461
クレル,くれる,933,933,17,-2.8122
シマイ,しまい,1273,1273,282,-2.8196
オコナウ,行う,819,819,481,-2.8373
イキ,いき,1012,1012,356,-2.8485
オコナイ,行い,834,834,258,-2.8986
クル,くる,897,897,471,-2.9113
オコナエ,行え,828,828,268,-2.9232
シマエ,しまえ,1265,1265,47,-2.9269
イイ,いい,131,131,17,-2.9627
