ノ,の,368,368,408,-1.2496
、,、,10,10,151,-1.2388
ニ,に,151,151,282,-1.3804
デ,で,458,458,468,-1.9346
デ,で,149,149,468,-1.6217
。,。,8,8,61,-1.3314
ガ,が,148,148,468,-1.4760
ナカ,中,1285,1285,282,-4.2532
ハ,は,261,261,468,-1.3881
ヲ,を,156,156,356,-1.4309
ト,と,164,164,282,-1.8315
キレ,切れ,1285,1285,268,-5.0162
フクミ,含み,1285,1285,258,-5.0307
デス,です,460,460,17,-2.4302
トキ,時,1285,1285,282,-5.0542
モノ,者,1285,1285,42,-5.0809
アル,ある,772,772,481,-3.0053
タ,多,1285,1285,351,-5.1111
ダ,だ,453,453,471,-1.9207
ナル,なる,772,772,471,-3.1026
ホド,ほど,354,354,48,-2.8845
タチ,立ち,1285,1285,356,-5.2779
ミ,見,1285,1285,52,-5.2814
「,「,6,6,352,-2.0463
カズ,数,1285,1285,387,-5.3511
ナ,名,1285,1285,454,-5.3515
キリ,切り,1285,1285,60,-5.3593
モ,も,262,262,468,-1.7359
ムラ,村,1285,1285,489,-5.5099
アソビ,遊び,1285,1285,290,-5.5279
