、,、,10,10,151,-1.2388
コト,こと,1310,1310,282,-2.7223
。,。,8,8,61,-1.3314
ノ,の,1310,1310,408,-2.8286
ナカ,中,1285,1285,282,-4.2532
ン,ん,1310,1310,437,-3.4233
イウ,言う,818,818,481,-3.0039
モノ,もの,1310,1310,468,-4.0243
キレ,切れ,1285,1285,268,-5.0162
イウ,いう,818,818,471,-3.2886
アル,ある,772,772,481,-3.0053
フクミ,含み,1285,1285,258,-5.0307
トキ,時,1285,1285,282,-5.0542
モノ,者,1285,1285,42,-5.0809
タ,多,1285,1285,351,-5.1111
ナル,なる,772,772,471,-3.1026
オモウ,思う,817,817,17,-3.1384
タチ,立ち,1285,1285,356,-5.2779
ミ,見,1285,1285,52,-5.2814
カズ,数,1285,1285,387,-5.3511
ナ,名,1285,1285,454,-5.3515
キリ,切り,1285,1285,60,-5.3593
ワタシ,私,1306,1306,17,-3.6898
コレ,これ,1306,1306,468,-3.8007
ムラ,村,1285,1285,489,-5.5099
アソビ,遊び,1285,1285,290,-5.5279
ジブン,自分,1285,1285,161,-5.5291
コノ,この,1315,1315,468,-2.9957
ヒト,人,1285,1285,408,-5.5612
ソレ,それ,1306,1306,468,-3.8649
